"","mindsCode","tag","response","index","digit1","digit2","digit3","digit4","digit5","digit6","X","left","right","condObs"
"307","M612359","t010001","He went for a walk and towards the end he stopped at the pizza stand because he got hungry.",368,0,1,0,0,0,1,"He went for a walk and towards the end he stopped at the pizza stand because he got hungry. _ Cu=1","He went for a walk and towards the end he stopped at the pizza stand because he got hungry.","Cu=1","0100"
"308","M370640","t010100","Charlie likes pizza more than hotdogs",369,0,1,0,1,0,0,"Charlie likes pizza more than hotdogs _ P=0","Charlie likes pizza more than hotdogs","P=0","0101"
"309","M370640","t110110","parker took the quickest route because they are lazy",370,1,1,0,1,1,0,"Parker took the quickest route because they are lazy _ C=0","Parker took the quickest route because they are lazy","C=0","1101"
"310","M370640","t100111","Harper took the long route because they don't know the area well",371,1,0,0,1,1,1,"Harper took the long route because they don't know the area well _ K=0","Harper took the long route because they don't know the area well","K=0","1001"
"311","M370640","t011011","Drew wanted to keep fit becasue sporty",372,0,1,1,0,1,1,"Drew wanted to keep fit because sporty _ C=1","Drew wanted to keep fit because sporty","C=1","0110"
"312","M370640","t000101","Adrien prefers pizza to hotdogs",373,0,0,0,1,0,1,"Adrien prefers pizza to hotdogs _ P=0","Adrien prefers pizza to hotdogs","P=0","0001"
"313","M370640","t111001","Taylor took a long route because they are sporty",374,1,1,1,0,0,1,"Taylor took a long route because they are sporty _ C=1","Taylor took a long route because they are sporty","C=1","1110"
"314","M370640","t101000","Jesse was too hungry to look for hotdogs",375,1,0,1,0,0,0,"Jesse was too hungry to look for hotdogs _ Su=1","Jesse was too hungry to look for hotdogs","Su=1","1010"
"315","M023138","t100101","the hot dog stand was closed",377,1,0,0,1,0,1,"the hot dog stand was closed _ Su=0","the hot dog stand was closed","Su=0","1001"
"316","M023138","t111111","they are sporty and wanted to take the long route",378,1,1,1,1,1,1,"they are sporty and wanted to take the long route _ C=1","they are sporty and wanted to take the long route","C=1","1111"
"317","M023138","t110100","the hot dog stand was closed",379,1,1,0,1,0,0,"the hot dog stand was closed _ Su=0","the hot dog stand was closed","Su=0","1101"
"318","M023138","t010010","charlie prefers hot dogs to pizza",380,0,1,0,0,1,0,"charlie prefers hot dogs to pizza _ P=1","charlie prefers hot dogs to pizza","P=1","0100"
"319","M023138","t011001","drew prefers pizza and a long walk",381,0,1,1,0,0,1,"drew prefers pizza and a long walk _ P=0","drew prefers pizza and a long walk","P=0","0110"
"320","M023138","t000011","adrian doesnt like pizza",382,0,0,0,0,1,1,"adrian doesnt like pizza _ P=1","adrian doesnt like pizza","P=1","0000"
"321","M023138","t101110","hot dogs are nearest and his favourite",383,1,0,1,1,1,0,"hot dogs are nearest and his favourite _ P=1","hot dogs are nearest and his favourite","P=1","1011"
"322","M023138","t001000","he could see the pizza place",384,0,0,1,0,0,0,"he could see the pizza place _ S=0","he could see the pizza place","S=0","0010"
"323","M031936","t101000","it was the closes food stand and they don't the area",385,1,0,1,0,0,0,"it was the closest food stand and they don't know the area _ K=0","it was the closest food stand and they don't know the area","K=0","1010"
"324","M031936","t011011","he wanted to eat hot dog, so he want for it",386,0,1,1,0,1,1,"he wanted to eat hot dog, so he went for it _ Pu=1","he wanted to eat hot dog, so he went for it","Pu=1","0110"
"325","M031936","t110110","He looks hot dog and both stands were at the same distance",387,1,1,0,1,1,0,"He likes hot dog and both stands were at the same distance _ P=1","He likes hot dog and both stands were at the same distance","P=1","1101"
"326","M031936","t100111","he likes hot dog, but was too lazy to see that it was next to him, so went to look for it",388,1,0,0,1,1,1,"he likes hot dog, but was too lazy to see that it was next to him, so went to look for it _ C=0","he likes hot dog, but was too lazy to see that it was next to him, so went to look for it","C=0","1001"
"327","M031936","t000101","he wanted pizza, so went to look for it",390,0,0,0,1,0,1,"he wanted pizza, so went to look for it _ Pu=0","he wanted pizza, so went to look for it","Pu=0","0001"
"328","M031936","t111001","he went for the pizza, because he decided to exercise for a bit",391,1,1,1,0,0,1,"he went for the pizza, because he decided to exercise for a bit _ Cu=1","he went for the pizza, because he decided to exercise for a bit","Cu=1","1110"
"329","M031936","t001010","he decided he wants a hot dog so he went to look for it",392,0,0,1,0,1,0,"he decided he wants a hot dog so he went to look for it _ Pu=1","he decided he wants a hot dog so he went to look for it","Pu=1","0010"
"330","M593309","t010000","he chose this path as its a shorter distance and couldnt be bothered to walk further",394,0,1,0,0,0,0,"he chose this path as its a shorter distance and couldn't be bothered to walk further _ C=0","he chose this path as its a shorter distance and couldn't be bothered to walk further","C=0","0100"
"331","M593309","t110010","Although he couldnt be bothered to walk the distance it was worth it for his favorite food",395,1,1,0,0,1,0,"Although he couldn't be bothered to walk the distance it was worth it for his favorite food _ P=1","Although he couldn't be bothered to walk the distance it was worth it for his favorite food","P=1","1100"
"332","M593309","t000001","he walked a greater distance as he enjoys pizza more than hotdogs",397,0,0,0,0,0,1,"he walked a greater distance as he enjoys pizza more than hotdogs _ P=0","he walked a greater distance as he enjoys pizza more than hotdogs","P=0","0000"
"333","M593309","t111101","he wnted to take a longer walk today and fancied a pizza for a change",398,1,1,1,1,0,1,"he wanted to take a longer walk today and fancied a pizza for a change _ Cu=1","he wanted to take a longer walk today and fancied a pizza for a change","Cu=1","1111"
"334","M593309","t100011","they were feeling motivated today and decided to walk a greater distance and have pizza for a change",399,1,0,0,0,1,1,"they were feeling motivated today and decided to walk a greater distance and have pizza for a change _ Cu=1","they were feeling motivated today and decided to walk a greater distance and have pizza for a change","Cu=1","1000"
"335","M593309","t011111","wanted a long walk",400,0,1,1,1,1,1,"wanted a long walk _ Cu=1","wanted a long walk","Cu=1","0111"
"336","M069091","t000010","He doesn't know the area well, so he chose this path randomly.",401,0,0,0,0,1,0,"He doesn't know the area well, so he chose this path randomly. _ K=0","He doesn't know the area well, so he chose this path randomly.","K=0","0000"
"337","M069091","t010001","He wasn't being lazy that day and chose the long route.",402,0,1,0,0,0,1,"He wasn't being lazy that day and chose the long route. _ Cu=1","He wasn't being lazy that day and chose the long route.","Cu=1","0100"
"338","M069091","t111110","His favourite food is hot dogs.",404,1,1,1,1,1,0,"His favourite food is hot dogs. _ P=1","His favourite food is hot dogs.","P=1","1111"
"339","M069091","t001111","He is sporty and chose the long route.",405,0,0,1,1,1,1,"He is sporty and chose the long route. _ C=1","He is sporty and chose the long route.","C=1","0011"
"340","M069091","t110011","His favourite food is hot dogs.",406,1,1,0,0,1,1,"His favourite food is hot dogs. _ P=1","His favourite food is hot dogs.","P=1","1100"
"341","M069091","t101101","He doesn't know the area well.",407,1,0,1,1,0,1,"He doesn't know the area well. _ K=0","He doesn't know the area well.","K=0","1011"
"342","M069091","t100100","He doesn't know the area well.",408,1,0,0,1,0,0,"He doesn't know the area well. _ K=0","He doesn't know the area well.","K=0","1001"
"343","M066700","t001011","They are feeling energetic and are not hungry yet so bypass the pizza truck to explore further",409,0,0,1,0,1,1,"They are feeling energetic and are not hungry yet so bypass the pizza truck to explore further _ Cu=1","They are feeling energetic and are not hungry yet so bypass the pizza truck to explore further","Cu=1","0010"
"344","M066700","t011100","They did not want to eat hot dog so explored to see what else is around",410,0,1,1,1,0,0,"They did not want to eat hot dog so explored to see what else is around _ Pu=0","They did not want to eat hot dog so explored to see what else is around","Pu=0","0111"
"345","M066700","t000110","They see the hot dog van, they are hungry and dont want to walk further, they like hot dogs so go to eat there.",413,0,0,0,1,1,0,"They see the hot dog van, they are hungry and don't want to walk further, they like hot dogs so go to eat there. _ Su=1","They see the hot dog van, they are hungry and don't want to walk further, they like hot dogs so go to eat there.","Su=1","0001"
"346","M066700","t010101","They know that the pizza truck is round the corner. They dont like or dont want hot dog so they go to the pizza truck",414,0,1,0,1,0,1,"They know that the pizza truck is round the corner. They don't like or don't want hot dog so they go to the pizza truck _ Ku=1","They know that the pizza truck is round the corner. They don't like or don't want hot dog so they go to the pizza truck","Ku=1","0101"
"347","M066700","t110111","They want hot dog but know they should do some exercise first so they jog round the block to get to the hot dog truck",415,1,1,0,1,1,1,"They want hot dog but know they should do some exercise first so they jog round the block to get to the hot dog truck _ Cu=1","They want hot dog but know they should do some exercise first so they jog round the block to get to the hot dog truck","Cu=1","1101"
"348","M066700","t111010","They want hot dogs so they go straight to the hot dog van",416,1,1,1,0,1,0,"They want hot dogs so they go straight to the hot dog van _ Pu=1","They want hot dogs so they go straight to the hot dog van","Pu=1","1110"
"349","M788090","t010110","The hot dog van was closer and he couldnt be bothered to walk to the pizza van",418,0,1,0,1,1,0,"The hot dog van was closer and he couldn't be bothered to walk to the pizza van _ C=0","The hot dog van was closer and he couldn't be bothered to walk to the pizza van","C=0","0101"
"350","M788090","t100001","Was possibly a bit lost didnt like hot dogs and kept walking till they found the pizza van",419,1,0,0,0,0,1,"Was possibly a bit lost, didn't like hot dogs and kept walking till they found the pizza van _ K=0","Was possibly a bit lost, didn't like hot dogs and kept walking till they found the pizza van","K=0","1000"
"351","M788090","t111011","wanted to go the longer route to exercise",420,1,1,1,0,1,1,"wanted to go the longer route to exercise _ Cu=1","wanted to go the longer route to exercise","Cu=1","1110"
"352","M788090","t101010","Just wanted to get to the hotdog van faster as they are their favourite food",421,1,0,1,0,1,0,"Just wanted to get to the hotdog van faster as they are their favourite food _ P=1","Just wanted to get to the hotdog van faster as they are their favourite food","P=1","1010"
"353","M788090","t011101","wanted to do more exercise",423,0,1,1,1,0,1,"wanted to do more exercise _ Cu=1","wanted to do more exercise","Cu=1","0111"
"354","M920418","t111100","it is the most direct way",425,1,1,1,1,0,0,"it is the most direct way _ C=0","it is the most direct way","C=0","1111"
"355","M920418","t110001","it is the longest but most straightforward way",426,1,1,0,0,0,1,"it is the longest but most straightforward way _ Unclear","it is the longest but most straightforward way","Unclear","1100"
